base_threshold,score_margin,use_plan_mine,use_action_prior,ir,fpr,acc,distance,n
-0.5,0.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,0.05,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,0.1,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,0.2,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.5,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.05,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.1,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.2,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.3,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.05,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.1,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.2,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.2,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.1,0.1,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.1,0.2,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.1,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.1,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.1,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.1,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.05,0.2,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.05,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.05,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.05,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.05,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.0,0.2,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.0,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.0,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.0,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.0,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.05,0.35,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.05,0.5,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.05,0.75,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
0.05,1.0,False,True,0.9297912713472486,0.0,0.9650366170564612,0.038791271347248565,4233
-0.05,0.1,False,True,0.9326375711574952,0.0,0.9664540515001181,0.04163757115749521,4233
0.05,0.2,False,True,0.9326375711574952,0.0,0.9664540515001181,0.04163757115749521,4233
-0.1,0.05,False,True,0.9335863377609108,0.0,0.9669265296480037,0.042586337760910795,4233
-0.05,0.05,False,True,0.9354838709677419,0.0,0.9678714859437751,0.044483870967741854,4233
0.0,0.1,False,True,0.9354838709677419,0.0,0.9678714859437751,0.044483870967741854,4233
-0.1,0.0,False,True,0.9359582542694497,0.0,0.9681077250177179,0.044958254269449646,4233
0.05,0.1,False,True,0.9444971537001897,0.0,0.9723600283486888,0.05349715370018969,4233
0.0,0.05,False,True,0.9454459203036053,0.0,0.9728325064965745,0.054445920303605275,4233
-0.05,0.0,False,True,0.9463946869070209,0.0,0.9733049846444602,0.05539468690702086,4233
0.05,0.05,False,True,0.9558823529411765,0.0,0.9780297661233168,0.06488235294117649,4233
0.0,0.0,False,True,0.9563567362428842,0.0,0.9782660051972596,0.06535673624288417,4233
-0.5,0.0,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,0.05,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,0.1,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,0.2,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,0.35,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,0.5,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,0.75,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
-0.5,1.0,True,False,0.969639468690702,0.0,0.9848806992676589,0.07863946869070203,4233
0.05,0.0,False,True,0.9777039848197343,0.0,0.988896763524687,0.08670398481973428,4233
-0.3,0.0,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,0.05,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,0.1,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,0.2,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,0.35,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,0.5,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,0.75,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.3,1.0,True,False,0.9810246679316889,0.0,0.9905504370422868,0.09002466793168883,4233
-0.2,0.0,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,0.05,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,0.1,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,0.2,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,0.35,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,0.5,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,0.75,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.2,1.0,True,False,0.9881404174573055,0.0,0.9940940231514293,0.09714041745730549,4233
-0.5,0.0,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,0.05,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,0.1,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,0.2,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,0.35,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,0.5,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,0.75,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.5,1.0,True,True,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,0.1,True,False,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,0.2,True,False,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,0.35,True,False,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,0.5,True,False,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,0.75,True,False,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,1.0,True,False,0.9919354838709677,0.0,0.9959839357429718,0.10093548387096772,4233
-0.1,0.05,True,False,0.9924098671726755,0.0,0.9962201748169147,0.10140986717267551,4233
-0.3,0.0,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,0.05,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,0.1,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,0.2,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,0.35,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,0.5,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,0.75,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.3,1.0,True,True,0.9933586337760911,0.0,0.9966926529648004,0.1023586337760911,4233
-0.1,0.0,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.05,0.1,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.05,0.2,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.05,0.35,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.05,0.5,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.05,0.75,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.05,1.0,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
0.0,0.2,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
0.0,0.35,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
0.0,0.5,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
0.0,0.75,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
0.0,1.0,True,False,0.9943074003795066,0.0,0.997165131112686,0.10330740037950657,4233
-0.2,0.0,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,0.05,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,0.1,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,0.2,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,0.35,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,0.5,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,0.75,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
-0.2,1.0,True,True,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
0.05,0.2,True,False,0.9952561669829222,0.0,0.9976376092605717,0.10425616698292216,4233
